Date,Transaction #,Store #,Reg.:,Cashier:,Item,Item Description,Price,Tax Type,Quantity,Original Transaction:,Reason,Tax,Subtotal,Taxable,Total Tax,Total
09/25/2012,2074,07036,005,2214030,107009 0016,5  PKT  MINI  SKI,25.19,T,1,,,1.64,58.77,58.77,3.82,
09/25/2012,2074,07036,005,2214030,123951 0003,POCKET   SHIFT  D,23.39,T,1,,,1.52,58.77,58.77,3.82,
09/25/2012,2075,07036,005,2214030,130363 0004,S/S  BOY  TEE,7.19,T,1,,,0.47,46.77,46.77,3.04,
09/25/2012,2075,07036,005,2214030,131895 0003,FEATHERWEIGHT,20.39,T,1,,,1.32,46.77,46.77,3.04,
09/25/2012,2075,07036,005,2214030,133745 0012,BTTN   FRNT  CHIN,19.19,T,1,,,1.25,46.77,46.77,3.04,
09/25/2012,2076,07036,005,2214030,138828 0005,UNIFORM   PK  POL,12.50,T,1,,,0.81,25.00,25.00,1.63,26.63
09/25/2012,2076,07036,005,2214030,109015 0005,UNIFORM   PK  POL,12.50,T,1,,,0.82,25.00,25.00,1.63,26.63
09/25/2012,2077,07036,005,2214030,107637 0016,EMBROIDERED    G,19.95,T,1,,,1.30,19.95,19.95,1.30,21.25
09/25/2012,2078,07036,005,2214030,134219 0001,FZ  FLEECE   HD,19.98,T,1,,,1.30,19.98,19.98,1.30,21.28
09/25/2012,2079,07036,005,2214030,106743 0004,FALL   STRIPED  R,5.99,T,1,,,0.39,17.97,17.97,1.17,
09/25/2012,2079,07036,005,2214030,106742 0004,FALL   STRIPED  R,5.99,T,1,,,0.39,17.97,17.97,1.17,
09/25/2012,2079,07036,005,2214030,106741 0004,FALL   STRIPED  R,5.99,T,1,,,0.39,17.97,17.97,1.17,
09/25/2012,2080,07036,005,2214030,145926 0001,ICON   RAGLAN  PO,19.95,T,1,,,1.30,19.95,19.95,1.30,21.25
09/25/2012,2081,07036,005,2214030,107632 0007,PANELED   DRIVER,4.79,T,1,,,0.31,10.78,10.78,0.70,11.48
09/25/2012,2081,07036,005,2214030,073085 0003,BEST   POCKET  T,5.99,T,1,,,0.39,10.78,10.78,0.70,11.48
09/25/2012,2082,07036,005,2214030,107252 3000,BOW  NCK  DRS,18.99,,1,,,0.93,27.72,27.72,1.80,29.52
09/25/2012,2082,07036,005,2214030,107252 3000,Discount   :  25%,-4.75,,1,,,0.44,27.72,27.72,1.80,29.52
09/25/2012,2082,07036,005,2214030,117186 4000,JEAN   LGN,8.99,,1,,,0.43,27.72,27.72,1.80,29.52
09/25/2012,2082,07036,005,2214030,117186 4000,Discount   :  25%,-2.25,,1,,,,27.72,27.72,1.80,29.52
09/25/2012,2082,07036,005,2214030,107025 4000,BOW  NK  TOP,8.99,,1,,,,27.72,27.72,1.80,29.52
09/25/2012,2082,07036,005,2214030,107025 4000,Discount   :  25%,-2.25,,1,,,,27.72,27.72,1.80,29.52
09/25/2012,2083,07036,005,2214030,127937 0000,PIN  STRIPE   INFINIT,8.39,T,1,,,0.55,94.16,94.16,6.12,100.28
09/25/2012,2083,07036,005,2214030,106873 1002,INSEAM   ZIP  LEG,29.39,T,1,,,1.91,94.16,94.16,6.12,100.28
09/25/2012,2083,07036,005,2214030,140669 1002,INSEAM   ZIP  LEG,29.39,T,1,,,1.91,94.16,94.16,6.12,100.28
09/25/2012,2083,07036,005,2214030,129488 1002,OL  INSEAM   ZIP,26.99,T,1,,,1.75,94.16,94.16,6.12,100.28
09/25/2012,2084,07036,005,2214030,131110 0003,SS  DRAPEYMESHBKTOP,29.95,T,1,,,1.95,29.95,29.95,1.95,31.90
09/25/2012,2085,07036,005,2214030,123825 0002,BUTTON   SHOULDE,7.79,T,1,,,0.22,7.38,7.38,0.48,7.86
09/25/2012,2085,07036,005,2214030,107192 0002,3/4  SLEEVE   STR,9.59,T,1,,,0.26,7.38,7.38,0.48,7.86
09/25/2012,2086,07036,005,0755175,124710 0000,YD  ROLLSLEEVE,-20.15,T,(1),07036005170720120918,Item Returned,-1.31,-40.30,-40.30,-2.62,-42.92
09/25/2012,2086,07036,005,0755175,125670 0000,YD  ROLLSLEEVE,-20.15,T,(1),07036005170720120918,Item Returned,-1.31,-40.30,-40.30,-2.62,-42.92
09/25/2012,2087,07036,005,2214030,146547 0007,ANIMAL   SWAN  BA,49.95,T,1,,,2.43,112.40,112.40,7.31,119.71
09/25/2012,2087,07036,005,2214030,146547 0007,Discount   :  25%,-12.49,T,1,,,0.78,112.40,112.40,7.31,119.71
09/25/2012,2087,07036,005,2214030,219309 1013,CUSHIONED    ANKLE  SO,12.00,T,1,,,1.52,112.40,112.40,7.31,119.71
09/25/2012,2087,07036,005,2214030,112481 0004,SL  EMBROIDERED,23.39,T,1,,,0.47,112.40,112.40,7.31,119.71
09/25/2012,2087,07036,005,2214030,129437 0000,S/S  BOY  TEE,7.19,T,1,,,0.47,112.40,112.40,7.31,119.71
09/25/2012,2087,07036,005,2214030,130363 0000,S/S  BOY  TEE,7.19,T,1,,,0.47,112.40,112.40,7.31,119.71
09/25/2012,2087,07036,005,2214030,130363 0001,S/S  BOY  TEE,7.19,T,1,,,0.59,112.40,112.40,7.31,119.71
09/25/2012,2087,07036,005,2214030,124850 0000,SNOW   WASH  POCK,8.99,T,1,,,0.58,112.40,112.40,7.31,119.71
09/25/2012,2087,07036,005,2214030,124849 0000,SNOW   WASH  POCK,8.99,T,1,,,,112.40,112.40,7.31,119.71
09/25/2012,2088,07036,005,2214030,78452 0002,PURE   FRT RCR  T,-13.20,T,(1),07036002911520120913,Item Returned,-0.86,-40.15,-40.15,-2.61,-42.76
09/25/2012,2088,07036,005,2214030,116686 0003,PURE   HOODED  PU,-26.95,T,(1),07036002911520120913,Item Returned,-1.75,-40.15,-40.15,-2.61,-42.76
09/25/2012,2089,07036,005,0755175,116246 0006,LUCY   ANKLE  BUC,79.95,,1,,,4.16,63.96,63.96,4.16,68.12
09/25/2012,2089,07036,005,0755175,116246 0006,Discount   :  20%,-15.99,,1,,,,63.96,63.96,4.16,68.12
09/25/2012,2090,07036,005,0755175,140667 0201,ALWAYS   SKINNY   DEST,55.96,T,1,,,3.64,55.96,55.96,3.64,59.60
09/25/2012,2091,07036,005,0755175,183005 0001,DEBORAH   POCKET,59.95,T,1,,,3.90,139.69,,9.08,148.77
09/25/2012,2091,07036,005,0755175,183003 0001,DEBORAH   POCKET,59.95,T,1,,,3.89,139.69,,9.08,148.77
09/25/2012,2091,07036,005,0755175,127633 0006,CUFFED   HERRING,19.79,T,1,,,1.29,139.69,,9.08,148.77
09/25/2012,2092,07036,005,1726670,128635 0000,CORD   BROKEN-IN,19.19,T,1,,,0.97,68.33,68.33,4.44,72.77
09/25/2012,2092,07036,005,1726670,128635 0010,CORD   BROKEN-IN,19.19,T,1,,,0.96,68.33,68.33,4.44,72.77
09/25/2012,2092,07036,005,1726670,088471 1000,BROKEN-IN    STRAIGHT,49.95,T,1,,,2.51,68.33,68.33,4.44,72.77
09/25/2012,2093,07036,005,1726670,117077 0201,SM2  PERFECT   TR,17.99,T,1,,,1.17,17.99,17.99,1.17,19.16
09/25/2012,2094,07036,005,2214030,123829 0004,STRIPE   BUTTON,10.19,T,1,,,0.66,19.78,19.78,1.29,21.07
09/25/2012,2094,07036,005,2214030,107193 0004,3/4  SLEEVE   STR,9.59,T,1,,,0.63,19.78,19.78,1.29,21.07
09/25/2012,2095,07036,005,2214030,146905 0003,TBD  OLY  TEE  3,4.79,T,1,,,0.31,4.79,4.79,0.31,5.10
09/25/2012,2096,07036,005,2214030,149215 0040,CHUNKY   REFINED,34.95,T,1,,,2.27,49.34,49.34,3.21,52.55
09/25/2012,2096,07036,005,2214030,176520 0040,VNTGE   LTHR  BLT,14.39,T,1,,,0.94,49.34,49.34,3.21,52.55
09/25/2012,2097,07036,005,1726670,124000 0000,PLEATED   TANK,19.95,T,1,,,1.30,19.95,19.95,1.30,21.25
09/25/2012,2098,07036,005,2214030,115423 0001,MOTION   RACERTANK,14.39,T,1,,,0.84,12.95,12.95,0.84,13.79
09/25/2012,2099,07036,005,2214030,116214 0007,MULTI   BRAID  SA,9.58,T,1,,,0.56,8.62,8.62,0.56,9.18
09/25/2012,2100,07036,005,2214030,344226 0004,CLASSIC   BRF2PK,14.50,T,1,,,0.94,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,344212 0003,CLASSIC   BRF2PK,14.50,T,1,,,0.94,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,344212 0003,CLASSIC   BRF2PK,14.50,T,1,,,0.94,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,037418 0000,PERSONAL   CARE,14.50,T,1,,,0.94,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,080967 0000,1969MS   EDT100,39.95,T,1,,,2.60,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,080967 0000,1969MS   EDT100,-39.95,T,1,,,2.60,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,037418 0000,PERSONAL   CARE,-14.50,T,1,,,0.94,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,080967 0000,1969MS   EDT100,39.95,T,1,,,2.60,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,037418 0000,PERSONAL   CARE,14.50,T,1,,,0.94,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,192623 0000,CORE   EDT 30ML,14.50,T,1,,,0.94,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,080966 0000,1969WMS   EDT50,35.95,T,1,,,2.34,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,167728 0000,STAY   EDT 50ML,25.00,T,1,,,1.63,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,293008 0000,NEAR   EDT 50ML,25.00,T,1,,,1.63,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,569977 3630,RIGID   STRAIGHT,89.50,T,1,,,5.82,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,106773 3634,STRAIGHT   FIT  B,69.95,T,1,,,4.55,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,138939 0005,SS  HOTVALUE   GR,10.00,T,1,,,0.65,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,138938 0004,SS  HOTVALUE   GR,10.00,T,1,,,0.65,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,138937 0005,SS  HOTVALUE   GR,10.00,T,1,,,0.65,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,116357 0005,LS  PREP  RU,29.95,T,1,,,1.95,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,138940 0005,SS  HOTVALUE   GR,10.00,T,1,,,0.65,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,134052 0004,LS  STR  C-RIB,14.00,T,1,,,0.91,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,194522 0005,LS  STR  C-RIB,14.00,T,1,,,0.91,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,109014 0005,UNIFORM   PK  POL,16.95,T,1,,,1.10,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,138954 0005,SHAWL   CABLE  SW,44.95,T,1,,,2.91,530.44,530.44,34.48,564.92
09/25/2012,2100,07036,005,2214030,107730 0005,LS  LG  PREP  PLD,12.74,T,1,,,0.83,530.44,530.44,34.48,564.92
09/25/2012,2101,07036,005,2214030,107727 0003,LS  UNIFORM   STP,13.49,T,1,,,0.88,89.20,89.20,5.80,95.00
09/25/2012,2101,07036,005,2214030,108871 0003,LS  UNIFORM   POL,10.49,T,1,,,0.68,89.20,89.20,5.80,95.00
09/25/2012,2101,07036,005,2214030,106685 0000,ALEXA   CBL  SW,17.24,T,1,,,1.12,89.20,89.20,5.80,95.00
09/25/2012,2101,07036,005,2214030,117292 0002,ICON   CABLE  SWEATER,23.99,T,1,,,1.56,89.20,89.20,5.80,95.00
09/25/2012,2101,07036,005,2214030,117291 0002,ICON   CABLE  SWEATER,23.99,T,1,,,1.56,89.20,89.20,5.80,95.00
09/25/2012,2102,07036,005,2214030,130080 0000,STRIPE   POCKET,24.59,T,1,,,1.26,72.56,72.56,4.72,77.28
09/25/2012,2102,07036,005,2214030,130363 0000,S/S  BOY  TEE,7.19,T,1,,,0.37,72.56,72.56,4.72,77.28
09/25/2012,2102,07036,005,2214030,161512 0202,SUPER   SKINNY  T,59.95,T,1,,,3.09,72.56,72.56,4.72,77.28
09/25/2012,2103,07036,005,2214030,205075 0002,NEW  BST  VEE,-16.50,T,(1),07036006291720120923,Item Returned,-1.07,-16.50,-16.50,-1.07,-17.57
09/25/2012,2104,07036,005,2214030,417123 0402,REAL   STRAIGHT,-69.50,T,(1),04401007672420120713,Item Returned,-4.52,-69.50,,-4.52,-74.02
09/25/2012,2105,07036,005,2214030,145315 0002,NEW  SUPERSOFT,15.00,T,1,,,0.88,27.00,27.00,1.76,28.76
09/25/2012,2105,07036,005,2214030,118482 0002,NEW  SUPERSOFT,15.00,T,1,,,0.88,27.00,27.00,1.76,28.76
09/25/2012,2106,07036,005,2214030,116552 0000,PURE   PFT V  PKT,20.30,T,1,,,1.32,33.25,33.25,2.16,35.41
09/25/2012,2106,07036,005,2214030,114599 0003,OPAQUE   TIGHTS,12.95,T,1,,,0.84,33.25,33.25,2.16,35.41
09/25/2012,2107,07036,005,2214030,123921 0001,FALL   FATIGUE  J,29.99,T,1,,,1.95,29.99,29.99,1.95,31.94
09/25/2012,2108,07036,005,2214030,133135 0612,PRT  LEGGING,12.95,,1,,,0.84,72.35,72.35,4.70,77.05
09/25/2012,2108,07036,005,2214030,105305 0612,G  HEART  SWTR,24.95,,1,,,1.62,72.35,72.35,4.70,77.05
09/25/2012,2108,07036,005,2214030,105285 0000,U  APPLE  TOY,7.99,,1,,,0.39,72.35,72.35,4.70,77.05
09/25/2012,2108,07036,005,2214030,105285 0000,Discount   :  25%,-2.00,,1,,,0.39,72.35,72.35,4.70,77.05
09/25/2012,2108,07036,005,2214030,105292 0000,U  PEA  TOY,7.99,,1,,,0.39,72.35,72.35,4.70,77.05
09/25/2012,2108,07036,005,2214030,105292 0000,Discount   :  25%,-2.00,,1,,,0.68,72.35,72.35,4.70,77.05
09/25/2012,2108,07036,005,2214030,105291 0000,U  ABERGINE   TOY,7.99,,1,,,0.39,72.35,72.35,4.70,77.05
09/25/2012,2108,07036,005,2214030,105291 0000,Discount   :  25%,-2.00,,1,,,,72.35,72.35,4.70,77.05
09/25/2012,2108,07036,005,2214030,116370 0612,STRP   PCKT  DRS,13.99,,1,,,,72.35,72.35,4.70,77.05
09/25/2012,2108,07036,005,2214030,116370 0612,Discount   :  25%,-3.50,,1,,,,72.35,72.35,4.70,77.05
09/25/2012,2108,07036,005,2214030,105288 0000,U  CARROT  TOY,7.99,,1,,,,72.35,72.35,4.70,77.05
09/25/2012,2108,07036,005,2214030,105288 0000,Discount   :  25%,-2.00,,1,,,,72.35,72.35,4.70,77.05
09/25/2012,2109,07036,005,2214030,123289 0001,GAP  ARCH  HOODI,22.19,T,1,,,0.65,9.97,9.97,0.65,10.62
09/25/2012,2110,07036,005,2214030,119058 0020,SHRUNKEN   BLAZE,88.00,T,1,,,5.72,88.00,88.00,5.72,93.72
09/25/2012,2111,07036,005,2214030,116364 0003,CORE   SLUB  PANT,11.39,T,1,,,0.74,,,,
09/25/2012,2111,07036,005,2214030,073085 0004,BEST   POCKET  T,5.99,T,1,,,0.39,,,,
09/25/2012,2111,07036,005,2214030,073085 0004,BEST   POCKET  T,-5.99,T,1,,,0.39,,,,
09/25/2012,2111,07036,005,2214030,116364 0003,CORE   SLUB  PANT,-11.39,T,1,,,0.74,,,,
09/25/2012,2112,07036,005,2214030,116622 0003,GARTER   STITCH,16.19,T,1,,,1.05,16.19,16.19,1.05,17.24
09/25/2012,2113,07036,005,2214030,149288 0000,THREADLESS    WAT,29.95,T,1,,,1.95,29.95,29.95,1.95,31.90
09/25/2012,2114,07036,005,2214030,128072 0602,ALWAY   SKINNY,48.96,T,1,,,3.18,135.02,135.02,8.78,
09/25/2012,2114,07036,005,2214030,140667 0602,ALWAYS   SKINNY   DEST,55.96,T,1,,,3.64,135.02,135.02,8.78,
09/25/2012,2114,07036,005,2214030,145844 0001,PURE   COCOON  MO,30.10,T,1,,,1.96,135.02,135.02,8.78,
09/25/2012,2115,07036,005,2214030,128492 0002,PLAITED   ELBOW,18.59,T,1,,,1.21,18.59,18.59,1.21,19.80
09/25/2012,2117,07036,005,2214030,116169 0009,SUEDE   LOAFER,39.95,T,1,,,1.99,143.85,143.85,9.35,153.20
09/25/2012,2117,07036,005,2214030,116172 0009,SUEDE   LOAFER,39.95,T,1,,,1.99,143.85,143.85,9.35,153.20
09/25/2012,2117,07036,005,2214030,417223 1201,CURVY,48.65,T,1,,,2.42,143.85,143.85,9.35,153.20
09/25/2012,2117,07036,005,2214030,130172 1201,MODERN   BOOT  CTN  DO,59.50,T,1,,,2.95,143.85,143.85,9.35,153.20
09/25/2012,2118,07036,005,2214030,130557 0001,TGGL   SHWL  CARD,69.95,T,1,,,4.55,69.95,69.95,4.55,74.50
09/25/2012,2119,07036,005,2214030,123835 0002,GRAPHIC   STRIPE,7.19,T,1,,,0.47,22.17,22.17,1.44,
09/25/2012,2119,07036,005,2214030,123825 0002,BUTTON   SHOULDE,7.79,T,1,,,0.50,22.17,22.17,1.44,
09/25/2012,2119,07036,005,2214030,135681 0002,THREADLESS    MAD,7.19,T,1,,,0.47,22.17,22.17,1.44,
09/25/2012,2120,07036,005,2214030,152986 3430,EASY   VINTAGE,59.95,T,1,,,3.90,289.61,289.61,18.82,308.43
09/25/2012,2120,07036,005,2214030,107727 0003,LS  UNIFORM   STP,13.49,T,1,,,0.88,289.61,289.61,18.82,308.43
09/25/2012,2120,07036,005,2214030,107722 0004,LS  MLT  GNGHM,26.95,T,1,,,1.75,289.61,289.61,18.82,308.43
09/25/2012,2120,07036,005,2214030,138898 0002,2N1  VALUE   GR,12.50,T,1,,,0.81,289.61,289.61,18.82,308.43
09/25/2012,2120,07036,005,2214030,145273 0002,2N1  VALUE   GR,12.50,T,1,,,0.81,289.61,289.61,18.82,308.43
09/25/2012,2120,07036,005,2214030,108901 0004,2N1  VALUE   GR T,12.50,T,1,,,0.81,289.61,289.61,18.82,308.43
09/25/2012,2120,07036,005,2214030,108904 0000,2N1  VALUE   GR T,12.50,T,1,,,0.81,289.61,289.61,18.82,308.43
09/25/2012,2120,07036,005,2214030,108902 0000,2N1  VALUE   GR T,12.50,T,1,,,0.81,289.61,289.61,18.82,308.43
09/25/2012,2120,07036,005,2214030,109059 0002,A  FALL  GAP  ARC,32.95,T,1,,,2.14,289.61,289.61,18.82,308.43
09/25/2012,2120,07036,005,2214030,138903 0004,2N1  VALUE   GR,12.50,T,1,,,0.81,289.61,289.61,18.82,308.43
09/25/2012,2120,07036,005,2214030,109064 0000,A  FALL  GAP  ARC,32.95,T,1,,,2.14,289.61,289.61,18.82,308.43
09/25/2012,2120,07036,005,2214030,130026 0003,COTTON   LC  V TH,8.33,T,1,,,0.54,289.61,289.61,18.82,308.43
09/25/2012,2120,07036,005,2214030,623173 0002,6  PK  1/4 ARCH,15.00,T,1,,,0.98,289.61,289.61,18.82,308.43
09/25/2012,2120,07036,005,2214030,202471 0003,SEXYLACETHONG,8.33,T,1,,,0.54,289.61,289.61,18.82,308.43
09/25/2012,2120,07036,005,2214030,129695 0003,SEXYLACETHONG,8.33,T,1,,,0.55,289.61,289.61,18.82,308.43
09/25/2012,2120,07036,005,2214030,130026 0003,COTTON   LC  V TH,8.33,T,1,,,0.54,289.61,289.61,18.82,308.43
09/25/2012,2121,07036,005,2214030,944085 0343,FAVORITETSHIRT,36.00,T,1,,,2.34,105.90,105.90,6.88,112.78
09/25/2012,2121,07036,005,2214030,130776 0003,MOTION   RACERTANK,29.95,T,1,,,1.95,105.90,105.90,6.88,112.78
09/25/2012,2121,07036,005,2214030,146137 0002,BELLA   DRIVER  C,39.95,T,1,,,2.59,105.90,105.90,6.88,112.78
09/25/2012,2122,07036,005,2214030,124850 0001,SNOW   WASH  POCK,8.99,T,1,,,0.58,8.99,8.99,0.58,9.57
09/25/2012,2123,07036,005,2214030,874935 3428,Lived-in   slim   khaki,-44.96,T,(1),,Item Returned,-2.92,-44.96,,-2.92,-47.88
09/25/2012,2124,07036,005,0755175,128489 0000,PLAITED   ELBOW,18.59,,1,,,1.09,16.73,16.73,1.09,17.82
09/25/2012,2124,07036,005,0755175,128489 0000,Employee   Discount:    10%,-1.86,,1,,,,16.73,16.73,1.09,17.82
09/25/2012,2125,07036,005,2214030,115308 0000,PUFFER   VEST  PO,59.95,T,1,,,3.90,59.95,59.95,3.90,63.85
09/25/2012,2126,07036,005,2214030,140669 0602,INSEAM   ZIP  LEG,-29.39,T,1,07036003446020120924,Item Returned,-1.91,78.95,108.34,5.13,84.08
09/25/2012,2126,07036,005,2214030,140669 0802,INSEAM   ZIP  LEG,29.39,T,1,07036003446020120924,Item Returned,1.91,78.95,108.34,5.13,84.08
09/25/2012,2126,07036,005,2214030,136830 0802,CHASE   COLORED,29.39,T,1,07036003446020120924,Item Returned,1.91,78.95,108.34,5.13,84.08
09/25/2012,2126,07036,005,2214030,128782 0008,CORD   5 PKT  MIN,29.97,T,1,07036003446020120924,Item Returned,1.95,78.95,108.34,5.13,84.08
09/25/2012,2126,07036,005,2214030,107193 0002,3/4  SLEEVE   STR,9.59,T,1,07036003446020120924,Item Returned,0.62,78.95,108.34,5.13,84.08
09/25/2012,2126,07036,005,2214030,203606 0002,LS  FAVORITE   V,10.00,T,1,07036003446020120924,Item Returned,0.65,78.95,108.34,5.13,84.08
09/25/2012,2127,07036,005,2214030,118995 0003,EASY   PERFECT  W,49.95,T,1,,,1.62,30.95,24.95,1.62,32.57
09/25/2012,2128,07036,005,1925405,116411 0602,INSEAM   ZIP  LEG,29.39,T,1,,,1.72,26.45,26.45,1.72,28.17
09/25/2012,3020,07036,006,1846913,659221 3430,BOOT   MED AUTHENTIC,59.95,T,1,,,3.90,59.95,59.95,3.90,63.85
09/25/2012,3021,07036,006,1846913,134304 0003,MARLED   CREW,24.95,T,1,,,1.62,124.13,124.13,8.07,132.20
09/25/2012,3021,07036,006,1846913,134805 0003,LS  DUOFOLD   CAR,16.79,T,1,,,1.09,124.13,124.13,8.07,132.20
09/25/2012,3021,07036,006,1846913,151843 0003,THERMAL   HNLY,29.95,T,1,,,1.95,124.13,124.13,8.07,132.20
09/25/2012,3021,07036,006,1846913,117044 0003,NEW  BST  CREW,16.50,T,1,,,1.07,124.13,124.13,8.07,132.20
09/25/2012,3021,07036,006,1846913,073085 0003,BEST   POCKET  T,5.99,T,1,,,0.39,124.13,124.13,8.07,132.20
09/25/2012,3021,07036,006,1846913,134371 0003,MARLED   SS  HNLY,29.95,T,1,,,,124.13,124.13,8.07,132.20
09/25/2012,3022,07036,006,1846913,107835 0802,COLOR   CHINO,14.24,T,1,,,0.93,174.37,174.37,11.33,185.70
09/25/2012,3022,07036,006,1846913,138903 0002,2N1  VALUE   GR,12.50,T,1,,,0.81,174.37,174.37,11.33,185.70
09/25/2012,3022,07036,006,1846913,138901 0002,2N1  VALUE   GR,12.50,T,1,,,0.81,174.37,174.37,11.33,185.70
09/25/2012,3022,07036,006,1846913,107838 0802,COLOR   CHINO,14.24,T,1,,,0.93,174.37,174.37,11.33,185.70
09/25/2012,3022,07036,006,1846913,106819 0002,CHUKKA,29.95,T,1,,,1.94,174.37,174.37,11.33,185.70
09/25/2012,3022,07036,006,1846913,138939 0002,Page (458V)LUE   GR,10.00,T,1,,,0.65,174.37,174.37,11.33,185.70
09/25/2012,3022,07036,006,1846913,138938 0002,SS  HOTVALUE   GR,10.00,T,1,,,0.65,174.37,174.37,11.33,185.70
09/25/2012,3022,07036,006,1846913,109091 0001,A  VARSITY   JKT,20.99,T,1,,,1.36,174.37,174.37,11.33,185.70
09/25/2012,3022,07036,006,1846913,117690 0003,SOLID   OXFORD,49.95,T,1,,,3.25,174.37,174.37,11.33,185.70
09/25/2012,3023,07036,006,1846913,232518 0401,SKINNY,59.50,T,1,,,3.87,66.69,66.69,4.33,71.02
09/25/2012,3023,07036,006,1846913,130363 0002,S/S  BOY  TEE,7.19,T,1,,,0.46,66.69,66.69,4.33,71.02
09/25/2012,3024,07036,006,1846913,417172 0602,SEXY   BOOT,59.50,T,1,,,3.87,109.45,109.45,7.11,116.56
09/25/2012,3024,07036,006,1846913,067557 0002,PERFECT   OXFORD   SHI,49.95,T,1,,,3.24,109.45,109.45,7.11,116.56
09/25/2012,3025,07036,006,1846913,107107 0000,S/S  V  NECK  TEE,8.99,T,1,,,0.58,26.37,26.37,1.71,
09/25/2012,3025,07036,006,1846913,107118 0000,S/S  V  NECK  TEE,8.99,T,1,,,0.58,26.37,26.37,1.71,
09/25/2012,3025,07036,006,1846913,135679 0001,THREADLESS    LOV,8.39,T,1,,,0.55,26.37,26.37,1.71,
09/25/2012,3026,07036,006,1846913,129418 0000,BOATNECK   COLOR,17.99,T,1,,,1.17,36.58,36.58,2.38,38.96
09/25/2012,3026,07036,006,1846913,128491 0000,PLAITED   ELBOW,18.59,T,1,,,1.21,36.58,36.58,2.38,38.96
09/25/2012,3027,07036,006,1846913,205075 0002,NEW  BST  VEE,12.50,T,1,,,0.81,86.95,86.95,5.65,92.60
09/25/2012,3027,07036,006,1846913,134309 0002,THERMAL   HNLY,29.95,T,1,,,1.95,86.95,86.95,5.65,92.60
09/25/2012,3027,07036,006,1846913,205012 0002,NEW  BST  CREW,12.50,T,1,,,0.81,86.95,86.95,5.65,92.60
09/25/2012,3027,07036,006,1846913,205012 0002,NEW  BST  CREW,12.50,T,1,,,0.81,86.95,86.95,5.65,92.60
09/25/2012,3027,07036,006,1846913,109046 0002,NEW  LS  BEST,19.50,T,1,,,1.27,86.95,86.95,5.65,92.60
09/25/2012,3028,07036,006,1846913,149310 0003,TL  FRANKENCENS,29.95,T,1,,,1.95,89.85,89.85,5.84,95.69
09/25/2012,3028,07036,006,1846913,149304 0003,TL  PAINT  TOWN,29.95,T,1,,,1.95,89.85,89.85,5.84,95.69
09/25/2012,3028,07036,006,1846913,149309 0003,TL  STUPENDOUS,29.95,T,1,,,1.94,89.85,89.85,5.84,95.69
09/25/2012,3029,07036,006,1846913,153118 0001,NEW  BST  VEE,12.50,T,1,,,0.81,37.50,37.50,2.44,
09/25/2012,3029,07036,006,1846913,153124 0001,NEW  BST  VEE,12.50,T,1,,,0.82,37.50,37.50,2.44,
09/25/2012,3029,07036,006,1846913,205075 0001,NEW  BST  VEE,12.50,T,1,,,0.81,37.50,37.50,2.44,
09/25/2012,3030,07036,006,2214030,434378 0034,CLASSIC   BELT,-29.50,M,1,07036008656520120923,Item Returned,-1.92,0.00,29.50,0.00,0.00
09/25/2012,3030,07036,006,2214030,149214 0038,CHUNKY   REFINED,29.50,M,1,07036008656520120923,Item Returned,1.92,0.00,29.50,0.00,0.00
09/25/2012,3031,07036,006,2320312,113221 0000,SS  OPEN  CREW  S,16.19,T,1,,,1.05,24.58,24.58,1.60,26.18
09/25/2012,3031,07036,006,2320312,107157 0000,3/4  SLEEVE   LUX,8.39,T,1,,,0.55,24.58,24.58,1.60,26.18
09/25/2012,3032,07036,006,2320312,107118 0000,S/S  V  NECK  TEE,8.99,T,1,,,0.58,16.18,16.18,1.05,17.23
09/25/2012,3032,07036,006,2320312,130363 0000,S/S  BOY  TEE,7.19,T,1,,,0.47,16.18,16.18,1.05,17.23
