Date,Transaction #,Store #,Reg.:,Cashier:,Item,Item Description,Price,Tax Type,Quantity,Original Transaction:,Reason,Tax,Subtotal,Taxable,Total Tax,Total
09/25/2012,9680,07036,002,2214029,532781 0001,CS  SUPPRT   CAM,22.50,T,1,,,1.46,22.50,22.50,1.46,23.96
09/25/2012,9681,07036,002,2214029,224643 0001,ULSTRCTNGSHORT,5.00,T,1,,,0.33,25.00,25.00,1.63,26.63
09/25/2012,9681,07036,002,2214029,130233 0002,ULRTEENYELASTB,5.00,T,1,,,0.33,25.00,25.00,1.63,26.63
09/25/2012,9681,07036,002,2214029,133881 0001,ULRLACEYGS,5.00,T,1,,,0.32,25.00,25.00,1.63,26.63
09/25/2012,9681,07036,002,2214029,133877 0000,ULRLACEYGS,5.00,T,1,,,0.33,25.00,25.00,1.63,26.63
09/25/2012,9681,07036,002,2214029,683430 0001,ULSTRCTNGSHORT,5.00,T,1,,,0.32,25.00,25.00,1.63,26.63
09/25/2012,9682,07036,002,2214029,115496 0001,LRSCSKBIKLCAPP,2.09,T,1,,,0.14,8.36,8.36,0.54,8.90
09/25/2012,9682,07036,002,2214029,104567 0001,ULRSCTNGLACEY,2.09,T,1,,,0.13,8.36,8.36,0.54,8.90
09/25/2012,9682,07036,002,2214029,104579 0001,ULRSCTNGLACEY,2.09,T,1,,,0.14,8.36,8.36,0.54,8.90
09/25/2012,9682,07036,002,2214029,104553 0001,LRSTRCTNHPSTR,2.09,T,1,,,0.13,8.36,8.36,0.54,8.90
09/25/2012,9683,07036,002,2214029,953244 0002,NEWRCRBCKPLOVR,20.00,T,1,,,0.52,8.00,8.00,0.52,8.52
09/25/2012,9684,07036,002,2214029,105467 0003,UNI  POLO  DRS,-7.79,,1,06321007050520120916,Item Returned,-0.47,37.87,45.66,2.50,40.37
09/25/2012,9684,07036,002,2214029,104953 0002,NEWSIGLCBRALET,8.99,,1,06321007050520120916,Item Returned,0.44,37.87,45.66,2.50,40.37
09/25/2012,9684,07036,002,2214029,104953 0002,Discount   :  25%,-2.25,,1,06321007050520120916,Item Returned,0.15,37.87,45.66,2.50,40.37
09/25/2012,9684,07036,002,2214029,104465 0002,SEXYLCCHKYTHG,2.99,,1,06321007050520120916,Item Returned,0.15,37.87,45.66,2.50,40.37
09/25/2012,9684,07036,002,2214029,104465 0002,Discount   :  25%,-0.75,,1,06321007050520120916,Item Returned,0.78,37.87,45.66,2.50,40.37
09/25/2012,9684,07036,002,2214029,104282 0002,SEXYLACETANGA,2.99,,1,06321007050520120916,Item Returned,0.14,37.87,45.66,2.50,40.37
09/25/2012,9684,07036,002,2214029,104282 0002,Discount   :  25%,-0.75,,1,06321007050520120916,Item Returned,0.55,37.87,45.66,2.50,40.37
09/25/2012,9684,07036,002,2214029,105315 1218,WED  ARGYLE   1PC,15.97,,1,06321007050520120916,Item Returned,0.38,37.87,45.66,2.50,40.37
09/25/2012,9684,07036,002,2214029,105315 1218,Discount   :  25%,-3.99,,1,06321007050520120916,Item Returned,0.38,37.87,45.66,2.50,40.37
09/25/2012,9684,07036,002,2214029,104260 0003,SEXYLACEGRLST,2.99,,1,06321007050520120916,Item Returned,,37.87,45.66,2.50,40.37
09/25/2012,9684,07036,002,2214029,104260 0003,Discount   :  25%,-0.75,,1,06321007050520120916,Item Returned,,37.87,45.66,2.50,40.37
09/25/2012,9684,07036,002,2214029,105692 0002,LACE   BRALETTE,11.39,,1,06321007050520120916,Item Returned,,37.87,45.66,2.50,40.37
09/25/2012,9684,07036,002,2214029,105692 0002,Discount   :  25%,-2.85,,1,06321007050520120916,Item Returned,,37.87,45.66,2.50,40.37
09/25/2012,9684,07036,002,2214029,129454 0001,BUTTON   SHOULDE,7.79,,1,06321007050520120916,Item Returned,,37.87,45.66,2.50,40.37
09/25/2012,9684,07036,002,2214029,129454 0001,Discount   :  25%,-1.95,,1,06321007050520120916,Item Returned,,37.87,45.66,2.50,40.37
09/25/2012,9684,07036,002,2214029,123825 0001,BUTTON   SHOULDE,7.79,,1,06321007050520120916,Item Returned,,37.87,45.66,2.50,40.37
09/25/2012,9684,07036,002,2214029,123825 0001,Discount   :  25%,-1.95,,1,06321007050520120916,Item Returned,,37.87,45.66,2.50,40.37
09/25/2012,9685,07036,002,2214029,105467 0003,UNI  POLO  DRS,-7.79,T,1,06321007050520120916,Item Returned,-0.47,37.14,44.93,2.45,39.59
09/25/2012,9685,07036,002,2214029,123825 0001,BUTTON   SHOULDE,7.79,T,1,06321007050520120916,Item Returned,0.51,37.14,44.93,2.45,39.59
09/25/2012,9685,07036,002,2214029,129454 0001,BUTTON   SHOULDE,7.79,T,1,06321007050520120916,Item Returned,0.51,37.14,44.93,2.45,39.59
09/25/2012,9685,07036,002,2214029,105692 0002,LACE   BRALETTE,11.39,T,1,06321007050520120916,Item Returned,0.74,37.14,44.93,2.45,39.59
09/25/2012,9685,07036,002,2214029,104260 0003,SEXYLACEGRLST,2.99,T,1,06321007050520120916,Item Returned,0.19,37.14,44.93,2.45,39.59
09/25/2012,9685,07036,002,2214029,104282 0002,SEXYLACETANGA,2.99,T,1,06321007050520120916,Item Returned,0.19,37.14,44.93,2.45,39.59
09/25/2012,9685,07036,002,2214029,104465 0002,SEXYLCCHKYTHG,2.99,T,1,06321007050520120916,Item Returned,0.19,37.14,44.93,2.45,39.59
09/25/2012,9685,07036,002,2214029,104953 0002,NEWSIGLCBRALET,8.99,T,1,06321007050520120916,Item Returned,0.59,37.14,44.93,2.45,39.59
09/25/2012,9686,07036,002,2214029,105315 1218,WED  ARGYLE   1PC,15.97,,1,,,0.78,11.98,11.98,0.78,12.76
09/25/2012,9686,07036,002,2214029,105315 1218,Discount   :  25%,-3.99,,1,,,,11.98,11.98,0.78,12.76
09/25/2012,9687,07036,002,2320312,212925 0801,FP  BOOTCUT,-69.50,T,(1),07036002932520120917,Item Returned,-4.52,-69.50,-69.50,-4.52,-74.02
09/25/2012,9688,07036,002,2320312,127267 0000,LS  VSTRP  SPRSF,24.95,T,1,,,1.62,,,,
09/25/2012,9689,07036,002,2214029,127267 0000,LS  VSTRP  SPRSF,24.95,T,1,,,1.62,115.20,115.20,7.49,122.69
09/25/2012,9689,07036,002,2214029,128210 0402,UP  SLIM  BOOT,69.95,T,1,,,4.55,115.20,115.20,7.49,122.69
09/25/2012,9689,07036,002,2214029,088444 0001,PURE   TANK,10.15,T,1,,,0.66,115.20,115.20,7.49,122.69
09/25/2012,9689,07036,002,2214029,183559 0001,Page (26 ),10.15,T,1,,,0.66,115.20,115.20,7.49,122.69
09/25/2012,9690,07036,002,2214029,144365 0001,BREATHE   RACERTANK,19.95,T,1,,,1.30,19.95,19.95,1.30,21.25
09/25/2012,9691,07036,002,2214029,107752 0003,POLISH   FRENCH   TERR,16.19,T,1,,,1.05,,,,
09/25/2012,9691,07036,002,2214029,107752 0003,POLISH   FRENCH   TERR,-16.19,T,1,,,1.05,,,,
09/25/2012,9692,07036,002,2214029,107752 0003,POLISH   FRENCH   TERR,16.19,T,1,,,0.95,14.57,14.57,0.95,15.52
09/25/2012,9693,07036,002,2214029,116896 0000,COSY   FLEECE  HOODIE,-31.46,T,(1),07036001754620120921,Item Returned,-2.04,-31.46,-31.46,-2.04,-33.50
09/25/2012,9694,07036,002,2214029,130026 0002,COTTON   LC  V TH,12.50,T,1,,,0.81,24.99,24.99,1.62,26.61
09/25/2012,9694,07036,002,2214029,130026 0002,COTTON   LC  V TH,-12.50,T,1,,,0.81,24.99,24.99,1.62,26.61
09/25/2012,9694,07036,002,2214029,130026 0001,COTTON   LC  V TH,8.33,T,1,,,0.54,24.99,24.99,1.62,26.61
09/25/2012,9694,07036,002,2214029,129812 0001,COTTON   LC  V HI,8.33,T,1,,,0.54,24.99,24.99,1.62,26.61
09/25/2012,9694,07036,002,2214029,129813 0001,COTTON   LC  V HI,8.33,T,1,,,0.54,24.99,24.99,1.62,26.61
09/25/2012,9695,07036,002,2214029,114427 0004,SKULL   3PK,16.95,T,1,,,1.10,25.94,25.94,1.69,27.63
09/25/2012,9695,07036,002,2214029,114432 0002,SPOOKY   3PK,8.99,T,1,,,0.59,25.94,25.94,1.69,27.63
09/25/2012,9696,07036,002,2214029,104260 0001,SEXYLACEGRLST,2.99,T,1,,,0.19,28.28,28.28,1.84,30.12
09/25/2012,9696,07036,002,2214029,026934 0001,SEXYINVSBL    GIRLSHT,14.50,T,1,,,0.95,28.28,28.28,1.84,30.12
09/25/2012,9696,07036,002,2214029,103967 0342,FAV  PLUNGE   DEMI,10.79,T,1,,,0.70,28.28,28.28,1.84,30.12
09/25/2012,9697,07036,002,2214029,128210 0402,UP  SLIM  BOOT,-69.95,T,1,07036002968920120925,Item Returned,-4.55,-0.45,69.50,-0.03,-0.48
09/25/2012,9697,07036,002,2214029,213387 0402,DP  ALWAYS   SKIN,69.50,T,1,07036002968920120925,Item Returned,4.52,-0.45,69.50,-0.03,-0.48
09/25/2012,9698,07036,002,2214029,309727 0002,REGPRCTNTHONG,-4.00,T,1,07036006295820120923,Item Returned,-0.26,34.00,50.00,2.21,36.21
09/25/2012,9698,07036,002,2214029,309727 0002,REGPRCTNTHONG,-4.00,T,1,07036006295820120923,Item Returned,-0.26,34.00,50.00,2.21,36.21
09/25/2012,9698,07036,002,2214029,309726 0002,REGPRCTNTHONG,-4.00,T,1,07036006295820120923,Item Returned,-0.26,34.00,50.00,2.21,36.21
09/25/2012,9698,07036,002,2214029,309726 0002,REGPRCTNTHONG,-4.00,T,1,07036006295820120923,Item Returned,-0.26,34.00,50.00,2.21,36.21
09/25/2012,9698,07036,002,2214029,808961 0001,LRSTRCTNTHONG,5.00,T,1,07036006295820120923,Item Returned,0.33,34.00,50.00,2.21,36.21
09/25/2012,9698,07036,002,2214029,808961 0001,LRSTRCTNTHONG,5.00,T,1,07036006295820120923,Item Returned,0.32,34.00,50.00,2.21,36.21
09/25/2012,9698,07036,002,2214029,808959 0001,LRSTRCTNTHONG,5.00,T,1,07036006295820120923,Item Returned,0.33,34.00,50.00,2.21,36.21
09/25/2012,9698,07036,002,2214029,808959 0001,LRSTRCTNTHONG,5.00,T,1,07036006295820120923,Item Returned,0.32,34.00,50.00,2.21,36.21
09/25/2012,9698,07036,002,2214029,808959 0001,LRSTRCTNTHONG,5.00,T,1,07036006295820120923,Item Returned,0.33,34.00,50.00,2.21,36.21
09/25/2012,9698,07036,002,2214029,130269 0001,LRSCVINTLCGS,5.00,T,1,07036006295820120923,Item Returned,0.32,34.00,50.00,2.21,36.21
09/25/2012,9698,07036,002,2214029,130267 0001,Page (47 ),5.00,T,1,07036006295820120923,Item Returned,0.33,34.00,50.00,2.21,36.21
09/25/2012,9698,07036,002,2214029,133880 0001,ULRLACEYGS,5.00,T,1,07036006295820120923,Item Returned,0.32,34.00,50.00,2.21,36.21
09/25/2012,9698,07036,002,2214029,683433 0001,ULSTRCTNGSHORT,5.00,T,1,07036006295820120923,Item Returned,0.33,34.00,50.00,2.21,36.21
09/25/2012,9698,07036,002,2214029,683430 0001,ULSTRCTNGSHORT,5.00,T,1,07036006295820120923,Item Returned,0.32,34.00,50.00,2.21,36.21
09/25/2012,9699,07036,002,2214029,054766 0001,SMTHING   THONG,19.95,T,1,,,1.30,39.90,39.90,2.59,42.49
09/25/2012,9699,07036,002,2214029,054767 0001,SMTHING   THONG,19.95,T,1,,,1.29,39.90,39.90,2.59,42.49
09/25/2012,9700,07036,002,2214029,117721 0004,CRINKLE   PLD-JA,17.99,T,1,,,1.17,43.98,43.98,2.86,46.84
09/25/2012,9700,07036,002,2214029,729685 0012,HIPRCTNHICUT3,7.50,T,1,,,0.49,43.98,43.98,2.86,46.84
09/25/2012,9700,07036,002,2214029,104358 0000,HIPRCTNHICUT3,7.50,T,1,,,0.48,43.98,43.98,2.86,46.84
09/25/2012,9700,07036,002,2214029,104339 0000,HIPRCTNHICUT3,7.50,T,1,,,0.48,43.98,43.98,2.86,46.84
09/25/2012,9700,07036,002,2214029,730040 0012,REGPRCTNBIKINI,7.50,T,1,,,0.48,43.98,43.98,2.86,46.84
09/25/2012,9700,07036,002,2214029,857516 0000,REGPRCTNBIKINI,4.00,T,1,,,0.39,43.98,43.98,2.86,46.84
09/25/2012,9700,07036,002,2214029,116389 0002,BODY   TANK,5.99,T,1,,,0.26,43.98,43.98,2.86,46.84
09/25/2012,9700,07036,002,2214029,857516 0000,REGPRCTNBIKINI,-4.00,T,1,,,0.48,43.98,43.98,2.86,46.84
09/25/2012,9700,07036,002,2214029,730040 0012,REGPRCTNBIKINI,-7.50,T,1,,,0.48,43.98,43.98,2.86,46.84
09/25/2012,9700,07036,002,2214029,104339 0000,HIPRCTNHICUT3,-7.50,T,1,,,0.48,43.98,43.98,2.86,46.84
09/25/2012,9700,07036,002,2214029,104358 0000,HIPRCTNHICUT3,-7.50,T,1,,,0.49,43.98,43.98,2.86,46.84
09/25/2012,9700,07036,002,2214029,729685 0012,HIPRCTNHICUT3,-7.50,T,1,,,0.39,43.98,43.98,2.86,46.84
09/25/2012,9700,07036,002,2214029,116389 0002,BODY   TANK,-5.99,T,1,,,1.17,43.98,43.98,2.86,46.84
09/25/2012,9700,07036,002,2214029,117721 0004,CRINKLE   PLD-JA,-17.99,T,1,,,,43.98,43.98,2.86,46.84
09/25/2012,9701,07036,002,2214029,217233 2930,TAIL   STR KHAKI,49.50,T,1,,,3.22,49.50,49.50,3.22,52.72
09/25/2012,9702,07036,002,2214029,080801 0343,HIGH   IMPACT  SPTBRA,8.99,T,1,,,0.58,98.99,98.99,6.43,105.42
09/25/2012,9702,07036,002,2214029,129186 0344,DEMI   MESH  LACE,39.50,T,1,,,2.57,98.99,98.99,6.43,105.42
09/25/2012,9702,07036,002,2214029,129834 0001,MESH   LC HIP  TNGA,14.50,T,1,,,0.94,98.99,98.99,6.43,105.42
09/25/2012,9702,07036,002,2214029,026424 0344,FAV  PLUNGE   DEMI,36.00,T,1,,,2.34,98.99,98.99,6.43,105.42
09/25/2012,9703,07036,002,2214029,103960 0362,FAVTLCWINGS,14.39,T,1,,,0.94,78.56,78.56,5.11,83.67
09/25/2012,9703,07036,002,2214029,104960 0342,FAV  PLUNGE   DEMI,10.79,T,1,,,0.70,78.56,78.56,5.11,83.67
09/25/2012,9703,07036,002,2214029,105699 0002,IMPULSE   BRALET,8.99,T,1,,,0.58,78.56,78.56,5.11,83.67
09/25/2012,9703,07036,002,2214029,130192 0001,LRSTRCTNBIKINI4,5.00,T,1,,,0.33,78.56,78.56,5.11,83.67
09/25/2012,9703,07036,002,2214029,130188 0001,LRSTRCTNBIKINI4,5.00,T,1,,,0.33,78.56,78.56,5.11,83.67
09/25/2012,9703,07036,002,2214029,104509 0001,LRSCSKBIKLCAPP,5.00,T,1,,,0.32,78.56,78.56,5.11,83.67
09/25/2012,9703,07036,002,2214029,111316 0002,LRSTRCTNBIKINI,5.00,T,1,,,0.32,78.56,78.56,5.11,83.67
09/25/2012,9703,07036,002,2214029,966161 0002,LRSTRCTNBIKINI,5.00,T,1,,,0.33,78.56,78.56,5.11,83.67
09/25/2012,9703,07036,002,2214029,115429 0002,MOTION   CAMI,14.39,T,1,,,0.32,78.56,78.56,5.11,83.67
09/25/2012,9704,07036,002,2214029,107732 0003,LS  OFFCR  SHRT,29.95,T,1,,,1.47,52.22,52.22,3.39,55.61
09/25/2012,9704,07036,002,2214029,129043 0002,MODAL   PULLOVER,20.00,T,1,,,0.98,52.22,52.22,3.39,55.61
09/25/2012,9704,07036,002,2214029,081194 0001,MODAL   PULLOVER,10.19,T,1,,,0.50,52.22,52.22,3.39,55.61
09/25/2012,9704,07036,002,2214029,103986 0001,MODAL   PULLOVER,8.99,T,1,,,0.44,52.22,52.22,3.39,55.61
09/25/2012,9705,07036,002,2214029,808961 0002,LRSTRCTNTHONG,5.00,T,1,,,0.33,30.00,30.00,1.95,31.95
09/25/2012,9705,07036,002,2214029,808961 0002,LRSTRCTNTHONG,5.00,T,1,,,0.32,30.00,30.00,1.95,31.95
09/25/2012,9705,07036,002,2214029,808961 0002,LRSTRCTNTHONG,5.00,T,1,,,0.33,30.00,30.00,1.95,31.95
09/25/2012,9705,07036,002,2214029,724508 0810,LRSTRCTNHPSTR,5.00,T,1,,,0.32,30.00,30.00,1.95,31.95
09/25/2012,9705,07036,002,2214029,724505 0810,LRSTRCTNHPSTR,5.00,T,1,,,0.33,30.00,30.00,1.95,31.95
09/25/2012,9706,07036,002,2214029,080801 0383,HIGH   IMPACT  SPTBRA,8.99,T,1,,,0.58,40.77,40.77,2.65,
09/25/2012,9706,07036,002,2214029,115423 0003,MOTION   RACERTANK,14.39,T,1,,,0.94,40.77,40.77,2.65,
09/25/2012,9706,07036,002,2214029,115364 0003,ROLLED   WOVEN  PANT,17.39,T,1,,,1.13,40.77,40.77,2.65,
09/25/2012,9707,07036,002,2214029,228581 0002,GBALANCE   CAPRI,34.50,T,1,,,2.24,74.50,74.50,4.84,79.34
09/25/2012,9707,07036,002,2214029,110410 0002,LRSCSKBIKLCAPP,10.50,T,1,,,0.68,74.50,74.50,4.84,79.34
09/25/2012,9707,07036,002,2214029,111005 0343,IMPULSE   DEMI,29.50,T,1,,,1.92,74.50,74.50,4.84,79.34
09/25/2012,9708,07036,002,2320312,026433 0364,HIGH   IMPACT  SPTBRA,36.00,T,1,,,2.34,67.40,67.40,4.38,71.78
09/25/2012,9708,07036,002,2320312,104512 0002,LRSCSKBIKLCAPP,2.09,T,1,,,0.14,67.40,67.40,4.38,71.78
09/25/2012,9708,07036,002,2320312,080801 0364,HIGH   IMPACT  SPTBRA,8.99,T,1,,,0.58,67.40,67.40,4.38,71.78
09/25/2012,9708,07036,002,2320312,104450 0002,COTTON   LC  HIPS,2.99,T,1,,,0.19,67.40,67.40,4.38,71.78
09/25/2012,9708,07036,002,2320312,104298 0001,COTTON   LC  SHOR,2.99,T,1,,,0.20,67.40,67.40,4.38,71.78
09/25/2012,9708,07036,002,2320312,104450 0001,PageT(74 ) LC  HIPS,2.99,T,1,,,0.19,67.40,67.40,4.38,71.78
09/25/2012,9708,07036,002,2320312,104452 0002,COTTON   LC  HIPS,2.99,T,1,,,0.19,67.40,67.40,4.38,71.78
09/25/2012,9708,07036,002,2320312,104581 0001,ULSTRCTNGSHORT,2.09,T,1,,,0.14,67.40,67.40,4.38,71.78
09/25/2012,9708,07036,002,2320312,104512 0002,LRSCSKBIKLCAPP,2.09,T,1,,,0.14,67.40,67.40,4.38,71.78
09/25/2012,9708,07036,002,2320312,104581 0001,ULSTRCTNGSHORT,2.09,T,1,,,0.14,67.40,67.40,4.38,71.78
09/25/2012,9708,07036,002,2320312,104514 0002,LRSCSKBIKLCAPP,2.09,T,1,,,0.13,67.40,67.40,4.38,71.78
09/25/2012,9709,07036,002,2320312,104585 0001,ULSTRCTNGSHORT,-2.09,T,1,07036002949520120920,Item Returned,-0.14,0.00,4.18,0.00,0.00
09/25/2012,9709,07036,002,2320312,104583 0001,ULSTRCTNGSHORT,-2.09,T,1,07036002949520120920,Item Returned,-0.14,0.00,4.18,0.00,0.00
09/25/2012,9709,07036,002,2320312,104589 0002,ULSTRCTNGSHORT,2.09,T,1,07036002949520120920,Item Returned,0.14,0.00,4.18,0.00,0.00
09/25/2012,9709,07036,002,2320312,104587 0002,ULSTRCTNGSHORT,2.09,T,1,07036002949520120920,Item Returned,0.13,0.00,4.18,0.00,0.00
09/25/2012,9710,07036,002,2320312,129206 0363,SEXY   PLUNGE  ME,39.50,T,1,,,2.57,166.47,166.47,10.82,177.29
09/25/2012,9710,07036,002,2320312,129207 0363,SEXY   PLUNGE  ME,39.50,T,1,,,2.57,166.47,166.47,10.82,177.29
09/25/2012,9710,07036,002,2320312,103976 0003,NEWSIGLCBRALET,8.99,T,1,,,0.58,166.47,166.47,10.82,177.29
09/25/2012,9710,07036,002,2320312,105692 0003,LACE   BRALETTE,11.39,T,1,,,0.74,166.47,166.47,10.82,177.29
09/25/2012,9710,07036,002,2320312,431058 0002,NEW  MATTE   CAMI,15.00,T,1,,,0.97,166.47,166.47,10.82,177.29
09/25/2012,9710,07036,002,2320312,431057 0002,NEW  MATTE   CAMI,15.00,T,1,,,0.98,166.47,166.47,10.82,177.29
09/25/2012,9710,07036,002,2320312,532781 0002,CS  SUPPRT   CAM,17.50,T,1,,,1.14,166.47,166.47,10.82,177.29
09/25/2012,9710,07036,002,2320312,532775 0002,CS  SUPPRT   CAM,17.50,T,1,,,1.13,166.47,166.47,10.82,177.29
09/25/2012,9710,07036,002,2320312,104593 0002,ULSTRCTNGSHORT,2.09,T,1,,,0.14,166.47,166.47,10.82,177.29
09/25/2012,9711,07036,002,2214029,115364 0002,ROLLED   WOVEN  PANT,17.39,T,1,,,1.13,17.39,17.39,1.13,18.52
09/25/2012,9712,07036,002,2214029,974065 0342,FAVTLCWINGS,36.00,T,1,,,2.34,2.49,,0.16,2.65
09/25/2012,9712,07036,002,2214029,128977 0342,FAVTLCWINGS,36.00,T,1,,,2.34,2.49,,0.16,2.65
09/25/2012,9712,07036,002,2214029,944085 0342,FAVORITETSHIRT,36.00,T,1,,,2.34,2.49,,0.16,2.65
09/25/2012,9712,07036,002,2214029,129795 0001,COTTON   LC  SHOR,8.33,T,1,,,0.05,2.49,,0.16,2.65
09/25/2012,9712,07036,002,2214029,129683 0001,SEXYLACETANGA,8.33,T,1,,,0.06,2.49,,0.16,2.65
09/25/2012,9712,07036,002,2214029,129795 0001,COTTON   LC  SHOR,8.33,T,1,,,0.05,2.49,,0.16,2.65
09/25/2012,9712,07036,002,2214029,944085 0342,FAVORITETSHIRT,-36.00,T,1,,,2.34,2.49,,0.16,2.65
09/25/2012,9712,07036,002,2214029,128977 0342,FAVTLCWINGS,-36.00,T,1,,,2.34,2.49,,0.16,2.65
09/25/2012,9712,07036,002,2214029,974065 0342,FAVTLCWINGS,-36.00,T,1,,,2.34,2.49,,0.16,2.65
09/25/2012,9713,07036,002,2214029,974065 0342,FAVTLCWINGS,36.00,T,1,,,1.67,77.20,77.20,5.02,82.22
09/25/2012,9713,07036,002,2214029,128977 0342,FAVTLCWINGS,36.00,T,1,,,1.67,77.20,77.20,5.02,82.22
09/25/2012,9713,07036,002,2214029,944085 0342,FAVORITETSHIRT,36.00,T,1,,,1.68,77.20,77.20,5.02,82.22
09/25/2012,9714,07036,002,2214029,127621 0008,SLIM   CROP  HERR,49.50,T,1,,,3.22,99.00,,6.44,105.44
09/25/2012,9714,07036,002,2214029,127614 0008,SLIM   CROP  WIND,49.50,T,1,,,3.22,99.00,,6.44,105.44
09/25/2012,9715,07036,002,2214029,217207 0803,STR8   BI-STRECH,49.50,T,1,,,3.22,107.96,,7.02,
09/25/2012,9715,07036,002,2214029,133085 1202,ALWAYS   SKINNY,48.96,T,1,,,3.18,107.96,,7.02,
09/25/2012,9715,07036,002,2214029,130011 0002,LRSCLACEYTHG,9.50,T,1,,,0.62,107.96,,7.02,
09/25/2012,9716,07036,002,2214029,127621 0008,SLIM   CROP  HERR,49.50,T,1,,,2.46,94.86,94.86,6.17,101.03
09/25/2012,9716,07036,002,2214029,127614 0008,SLIM   CROP  WIND,49.50,T,1,,,2.46,94.86,94.86,6.17,101.03
09/25/2012,9716,07036,002,2214029,163726 0002,ULRSCAHEMSHRTY,5.00,T,1,,,0.25,94.86,94.86,6.17,101.03
09/25/2012,9716,07036,002,2214029,130244 0003,Page (97 ),5.00,T,1,,,0.25,94.86,94.86,6.17,101.03
09/25/2012,9716,07036,002,2214029,130228 0003,LRSTRCTNHPSTR3,5.00,T,1,,,0.25,94.86,94.86,6.17,101.03
09/25/2012,9716,07036,002,2214029,130218 0002,LRSCHIPSHIRLCY,5.00,T,1,,,0.25,94.86,94.86,6.17,101.03
09/25/2012,9716,07036,002,2214029,130011 0002,LRSCLACEYTHG,5.00,T,1,,,0.25,94.86,94.86,6.17,101.03
09/25/2012,9717,07036,002,2214029,133085 1202,ALWAYS   SKINNY,48.96,T,1,,,2.58,79.75,79.75,5.18,84.93
09/25/2012,9717,07036,002,2214029,217207 0803,STR8   BI-STRECH,49.50,T,1,,,2.60,79.75,79.75,5.18,84.93
09/25/2012,9718,07036,002,2214029,115206 0000,BREATHE   VNECK   TEE,24.95,T,1,,,1.62,251.65,251.65,16.36,268.01
09/25/2012,9718,07036,002,2214029,131086 0000,BREATHE   VNECK   TEE,24.95,T,1,,,1.62,251.65,251.65,16.36,268.01
09/25/2012,9718,07036,002,2214029,130963 0001,BREATHE   RACERTANK,19.95,T,1,,,1.30,251.65,251.65,16.36,268.01
09/25/2012,9718,07036,002,2214029,115221 0000,BREATHE   VNECK   TEE,24.95,T,1,,,1.62,251.65,251.65,16.36,268.01
09/25/2012,9718,07036,002,2214029,953286 0322,FAVORTWIRELESS,36.00,T,1,,,2.34,251.65,251.65,16.36,268.01
09/25/2012,9718,07036,002,2214029,142349 0322,FAVORTWIRELESS,36.00,T,1,,,2.34,251.65,251.65,16.36,268.01
09/25/2012,9718,07036,002,2214029,144365 0001,Page (105 ),19.95,T,1,,,1.30,251.65,251.65,16.36,268.01
09/25/2012,9718,07036,002,2214029,149469 0000,DROP   SHOULDER,39.95,T,1,,,2.60,251.65,251.65,16.36,268.01
09/25/2012,9718,07036,002,2214029,131090 0000,BREATHE   VNECK   TEE,24.95,T,1,,,1.62,251.65,251.65,16.36,268.01
09/25/2012,9719,07036,002,2214029,104534 0002,ULSTRCTNTNYBIK,2.09,T,1,,,0.07,14.73,,0.96,15.69
09/25/2012,9719,07036,002,2214029,104453 0003,COTTON   LC  HIPS,2.99,T,1,,,0.11,14.73,,0.96,15.69
09/25/2012,9719,07036,002,2214029,104534 0003,ULSTRCTNTNYBIK,2.09,T,1,,,0.07,14.73,,0.96,15.69
09/25/2012,9719,07036,002,2214029,104572 0001,ULRSCTNGLACEY,2.09,T,1,,,0.07,14.73,,0.96,15.69
09/25/2012,9719,07036,002,2214029,104567 0003,ULRSCTNGLACEY,2.09,T,1,,,0.07,14.73,,0.96,15.69
09/25/2012,9719,07036,002,2214029,104577 0003,ULRSCTNGLACEY,2.09,T,1,,,0.07,14.73,,0.96,15.69
09/25/2012,9719,07036,002,2214029,107348 0003,SCPLACKTNYBIK,2.09,T,1,,,0.07,14.73,,0.96,15.69
09/25/2012,9719,07036,002,2214029,104505 0003,LRSCSKBIKLCAPP,2.09,T,1,,,0.08,14.73,,0.96,15.69
09/25/2012,9719,07036,002,2214029,085051 0001,COTTON   LC  SHOR,2.69,T,1,,,0.10,14.73,,0.96,15.69
09/25/2012,9719,07036,002,2214029,104512 0002,LRSCSKBIKLCAPP,2.09,T,1,,,0.07,14.73,,0.96,15.69
09/25/2012,9719,07036,002,2214029,104505 0001,LRSCSKBIKLCAPP,2.09,T,1,,,0.07,14.73,,0.96,15.69
09/25/2012,9719,07036,002,2214029,104450 0003,COTTON   LC  HIPS,2.99,T,1,,,0.11,14.73,,0.96,15.69
09/25/2012,9720,07036,002,2214029,144365 0000,BREATHE   RACERTANK,19.95,T,1,,,1.30,19.95,19.95,1.30,21.25
09/25/2012,9721,07036,002,2214029,081194 0001,MODAL   PULLOVER,10.19,T,1,,,0.60,9.17,9.17,0.60,9.77
09/25/2012,9722,07036,002,2320312,115969 0002,PURE   FLAT  RIB  CAMI,7.79,T,1,,,0.51,7.79,7.79,0.51,8.30
09/25/2012,9723,07036,002,2320312,115990 0001,POLLISH   FRENCH   TER,14.99,T,1,,,0.97,,,,
09/25/2012,9723,07036,002,2320312,115990 0001,POLLISH   FRENCH   TER,-14.99,T,1,,,0.97,,,,
09/25/2012,9723,07036,002,2320312,115990 0001,POLLISH   FRENCH   TER,14.99,T,1,,,0.97,,,,
09/25/2012,9723,07036,002,2320312,115986 0000,POLISH   FRENCH   TERR,16.19,T,1,,,1.06,,,,
